"","company","rating","salary","city","state","companysize","industy","statistics","machine learning","r","python","computer science","mathematics","engineering","data mining","economics","java","sas","physics","operations research","spark","clustering","hadoop","matlab","hive","expression","sql","algorithms","finance","scala","applied mathematics","time series","development","math","econometrics","c++","data science","regression","bayesian methods"
"879","Retail Solutions",3.4,"$111k-$163k","Mountain View","CA","201-500","Consulting",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"880","Avanade",3.6,"$108k-$157k","Boston","MA","10000+","IT Services",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"881","KAISER",3.9,"$76k-$115k","Pasadena","CA","10000+","Health Care Services & Hospitals",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"882","Hulu",4.1,"$96k-$140k","Santa Monica","CA","1001-5000","TV Broadcast & Cable Networks",1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
"883","VIUM",5,"$76k-$114k","San Mateo","CA","1-50",NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"884","Lenovo",3.3,"$97k-$138k","Raleigh","NC","10000+","Computer Hardware & Software",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"885","Neuberger Berman",3.3,"$97k-$147k","New York","NY","1001-5000","Investment Banking & Asset Management",1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"886","OpenTable",3.9,"$118k-$165k","San Francisco","CA","501-1000","Internet",0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"887","Postmates Inc.",3.1,"$85k-$122k","Bellevue","WA","501-1000","Computer Hardware & Software",1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"888","American Systems",3.5,"$84k-$125k","Orlando","FL","1001-5000","IT Services",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
"889","Glooko",4.2,"$94k-$136k","Mountain View","CA","51-200","Computer Hardware & Software",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"890",NA,3.1,NA,"Orlando","FL","1-50","Consulting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","Cummins Power South",3.8,"$78k-$120k","Columbus","IN","10000+","Transportation Equipment Manufacturing",0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
"892","HelloFresh",3.4,"$62k-$95k","New York","NY","1001-5000","Health, Beauty, & Fitness",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
"893",NA,NA,"$77k-$123k","Austin","TX","1-50","Real Estate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",NA,NA,"$98k-$139k","San Francisco","CA","1-50","Computer Hardware & Software",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"895","AgilOne",4,"$100k-$145k","San Francisco","CA","51-200","Enterprise Software & Network Solutions",0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"896","Uber",4.2,"$113k-$158k","San Francisco","CA","10000+","Computer Hardware & Software",1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
"897","Facebook",4.6,"$111k-$166k","Seattle","WA","10000+","Internet",1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"898","American Institutes for Research",2.9,"$86k-$128k","Washington","DC","1001-5000","Social Assistance",1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"899","Brine Group Staffing Solutions",4.5,NA,"Boston","MA","1-50","Staffing & Outsourcing",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"900","Kforce",3.2,NA,"Framingham","MA","10000+","Staffing & Outsourcing",1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"901","Toptal",4.5,"$66k-$98k",NA,NA,"501-1000","Consulting",1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"902","Mist Systems",4,"$101k-$154k","Cupertino","CA","1-50",NA,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"903","Marathon Oil",3,"$75k-$112k","Oklahoma City","OK","1001-5000","Oil & Gas Exploration & Production",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"904","Datadog",4.5,"$87k-$127k","Paris","TX","201-500","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
"905","NYC Health + Hospitals",2.7,"$59k-$94k","New York","NY","5001-10000",NA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"906","CALIBRE Systems",3.7,"$90k-$135k","Alexandria","VA","501-1000","IT Services",0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"907","Thomson Reuters",3.6,"$77k-$111k",NA,NA,"10000+","Enterprise Software & Network Solutions",1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
"908","NASA's Jet Propulsion Laboratory",4.2,"$86k-$126k","Pasadena","CA","5001-10000","Federal Agencies",0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"909","Placed",3.1,"$91k-$132k","Seattle","WA","51-200","Advertising & Marketing",1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"910","Praxis Engineering",4.7,"$97k-$143k","Reston","VA","201-500","Computer Hardware & Software",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"911","Groupon",3.1,"$121k-$172k","Chicago","IL","5001-10000","Internet",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0
"912","Lazard Asset Management",3.3,"$83k-$128k","New York","NY","1001-5000","Investment Banking & Asset Management",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"913",NA,4.1,NA,"Minneapolis","MN","201-500","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","Engility Corporation",3.2,"$77k-$116k","Springfield","VA","10000+","Consulting",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"915","ACI Worldwide",3.2,"$103k-$143k","Providence","RI","1001-5000","Computer Hardware & Software",0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
"916","Systel",3.7,NA,"Auburn Hills","MI","501-1000","Staffing & Outsourcing",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
"917","Trax Technologies",2.8,"$67k-$97k","Scottsdale","AZ","201-500","Logistics & Supply Chain",1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
"918","Robert Half Technology",2.9,"$86k-$131k","Alexandria","VA","10000+","Staffing & Outsourcing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"919","Coyote Logistics",3.4,"$79k-$120k","Chicago","IL","1001-5000","Logistics & Supply Chain",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"920","Shape Security",4.7,"$103k-$148k","Mountain View","CA","51-200","IT Services",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"921","NJF Global Holdings",3.9,"$70k-$113k","Chicago","IL","51-200","Staffing & Outsourcing",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"922","Qventus",5,"$101k-$154k","Mountain View","CA","1-50","Enterprise Software & Network Solutions",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"923","True Religion Apparel",3.4,"$96k-$140k","Manhattan Beach","CA","1001-5000","Consumer Products Manufacturing",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"924","BuzzFeed",3.5,"$96k-$145k","New York","NY","1001-5000","Publishing",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"925","Upstart Network",4.6,"$116k-$177k","Palo Alto","CA","51-200","Lending",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"926","Verizon",3.5,"$90k-$135k","Alpharetta","GA","10000+","Enterprise Software & Network Solutions",1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"927","Verizon",3.5,"$108k-$165k","Piscataway","NJ","10000+","Enterprise Software & Network Solutions",1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"928","Verizon",3.5,"$108k-$165k","Piscataway","NJ","10000+","Enterprise Software & Network Solutions",1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"929","Verizon",3.5,"$90k-$135k","Alpharetta","GA","10000+","Enterprise Software & Network Solutions",1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"930","Dstillery",4.2,"$115k-$166k","New York","NY","1-50","Advertising & Marketing",1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"931","Wish",4.6,"$119k-$166k","San Francisco","CA","201-500","General Merchandise & Superstores",1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"932","Orbital Insight",4.9,"$106k-$152k","Mountain View","CA","51-200","Enterprise Software & Network Solutions",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
"933","Moser Consulting Inc",4.6,NA,"Indianapolis","IN","51-200","Consulting",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"934","Pegasus Knowledge Solutions",3.6,NA,"Rolling Meadows","IL","1-50","Accounting",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"935","HealthJoy",5,"$77k-$130k","Chicago","IL","51-200","Health Care Services & Hospitals",1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"936","TSheets",4.8,"$73k-$108k","Boise","ID","201-500","Computer Hardware & Software",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
"937","Airbnb",4,"$140k-$188k","San Francisco","CA","1001-5000","Hotels, Motels, & Resorts",0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"938","Bridgestone Industrial Products",4,"$62k-$100k","Roma","TX","1-50","Transportation Equipment Manufacturing",1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"939","Amazon.com",3.6,"$102k-$147k","Seattle","WA","10000+",NA,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0
"940","Munich RE",3.9,"$87k-$130k","Princeton","NJ","5001-10000","Insurance Carriers",1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"941","Hansell Tierney",4.7,NA,"Seattle","WA","1-50","Staffing & Outsourcing",1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
"942","Bauer Xcel Media",2.7,"$87k-$130k","New York","NY","51-200","Publishing",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"943","Green Key Resources",4.5,NA,"Bridgewater","NJ","201-500","Staffing & Outsourcing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"944","AVL",3.9,"$82k-$124k","Plymouth","MN","5001-10000","Transportation Equipment Manufacturing",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"945",NA,NA,"$39k-$49k","Woodford","SC","1-50",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"946","Aruba Networks",3.7,"$127k-$179k","Santa Clara","CA","1001-5000","Enterprise Software & Network Solutions",1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"947","eBay",3.7,"$107k-$152k","Bellevue","WA","10000+",NA,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"948","Thomson Reuters",3.6,"$83k-$118k","New York","NY","10000+","Enterprise Software & Network Solutions",0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
"949","Indeed",3.6,"$88k-$126k","Seattle","WA","1001-5000","Internet",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"950","KeyW",4,"$106k-$156k","Hanover","MD","1001-5000","Aerospace & Defense",0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"951","AdTheorent",4,"$71k-$115k","New York","NY","1-50","IT Services",0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"952","Indeed",3.6,"$73k-$107k","Austin","TX","1001-5000","Internet",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"953","ShopRunner",4,"$84k-$121k","Chicago","IL","51-200","Other Retail Stores",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"954","Youth Policy Institute",2.8,"$43k-$56k","Los Angeles","CA","501-1000","K-12 Education",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"955","Abcam",3,"$69k-$99k","Eugene","OR","501-1000","Biotech & Pharmaceuticals",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"956","3M",3.8,"$105k-$157k","Woodbury","MN","10000+","Chemical Manufacturing",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
"957",NA,4.1,NA,"Cambridge","MA","51-200","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","Lockheed Martin",3.7,"$65k-$94k","Owego","NY","10000+","Aerospace & Defense",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"959","Avanade",3.6,"$91k-$136k","Philadelphia","PA","10000+","IT Services",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"960","Vistra Energy",4,"$77k-$130k","Irving","TX","1001-5000",NA,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"961","Stash",5,"$83k-$133k","New York","NY","51-200","Investment Banking & Asset Management",1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"962",NA,3.2,"$47k-$61k","Bothell","WA","51-200","Consulting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","ACI Worldwide",3.2,"$115k-$159k","Waltham","MA","1001-5000","Computer Hardware & Software",0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
"964","Rapid7",3.7,"$99k-$140k","Cambridge","MA","501-1000","Computer Hardware & Software",1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"965","Lam Research",3.9,"$111k-$157k","Fremont","CA","5001-10000","Electrical & Electronic Manufacturing",1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"966","Kespry Inc.",4.8,"$101k-$142k","Menlo Park","CA","51-200","Computer Hardware & Software",0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"967","Near(Singapore)",4,"$111k-$179k","San Francisco","CA","51-200","Enterprise Software & Network Solutions",1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"968","Agilent Technologies",3.7,"$60k-$95k","Wilmington","DE","10000+","Biotech & Pharmaceuticals",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0
"969","Maverick trading",4.7,"$45k-$57k","Baton Rouge","LA","201-500","Financial Analytics & Research",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"970","Two Sigma",4.4,"$172k-$251k","New York","NY","1001-5000","Investment Banking & Asset Management",1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"971","MINDBODY, Inc",3.8,"$74k-$105k","San Luis Obispo","CA","1001-5000","Computer Hardware & Software",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"972","PayPal",3.6,"$64k-$79k","Timonium","MD","10000+","Internet",1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"973",NA,NA,"$105k-$156k","San Francisco","CA","1-50","Consumer Product Rental",1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"974","GRAIL",3.8,"$79k-$115k","Menlo Park","CA","51-200",NA,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"975","CA Technologies",3.2,"$142k-$200k","San Diego","CA","10000+","Computer Hardware & Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976","ERGO Insurance Group",3.2,"$73k-$111k","Princeton","NJ","10000+","Insurance Carriers",1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"977","Maxpoint",3.9,"$112k-$154k","Morrisville","NC","201-500","Enterprise Software & Network Solutions",1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
"978","Faraday Future",3.2,"$85k-$127k",NA,NA,"201-500","Transportation Equipment Manufacturing",1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
"979",NA,NA,"$91k-$142k","New York","NY","-1-0","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","Amazon.com",3.6,"$112k-$162k","New York","NY","10000+",NA,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"981","Dia&Co",3.4,"$83k-$133k","New York","NY","51-200","Other Retail Stores",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"982",NA,5,"$67k-$115k","Columbia","SC","1-50","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","AdRoll",4,"$118k-$165k","San Francisco","CA","501-1000","Advertising & Marketing",1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0
"984","Fahrenheit IT",3.5,NA,"Denver","CO","201-500","Staffing & Outsourcing",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0
"985","KPMG",3.9,"$69k-$109k","Atlanta","GA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
"986","Chase",3.5,"$77k-$119k","Wilmington","DE","10000+","Banks & Credit Unions",1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
"987","Great Western Bancorp",3.3,"$79k-$109k","Sioux Falls","SD","1001-5000","Banks & Credit Unions",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
"988","AstraZeneca",3.6,NA,"Gaithersburg","MD","10000+","Biotech & Pharmaceuticals",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"989","Tumblr",3.9,"$116k-$171k","New York","NY","51-200","Internet",0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"990","SAP",4.3,"$100k-$144k","Palo Alto","CA","10000+","Computer Hardware & Software",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
