"","company","rating","salary","city","state","companysize","industy","statistics","machine learning","r","python","computer science","mathematics","engineering","data mining","economics","java","sas","physics","operations research","spark","clustering","hadoop","matlab","hive","expression","sql","algorithms","finance","scala","applied mathematics","time series","development","math","econometrics","c++","data science","regression","bayesian methods"
"250",NA,4.8,"$76k-$111k","Silver Spring","MD","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Twitter",3.9,"$124k-$164k","San Francisco","CA","1001-5000","Internet",1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"252","Remind",4.7,"$100k-$142k","San Francisco","CA","51-200","Computer Hardware & Software",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"253","MITRE",3.7,"$116k-$173k","McLean","VA","5001-10000","Research & Development",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"254","Ibotta",4.4,"$77k-$111k","Denver","CO","201-500","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"255","H2O.ai",2.9,"$77k-$130k","Dallas","TX","51-200","Enterprise Software & Network Solutions",0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"256","Wheelhouse (California)",5,"$128k-$205k","San Francisco","CA","1-50","Hotels, Motels, & Resorts",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"257","PayPal",3.6,"$64k-$80k","Austin","TX","10000+","Internet",1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"258","Vantiv",3.2,"$77k-$110k","Cincinnati","OH","1001-5000","Financial Transaction Processing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"259","Amazon",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"260","Levi, Ray & Shoup, Inc.",4,"$71k-$110k","Woods Hole","MA","501-1000","Computer Hardware & Software",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"261","Accolade",3.8,"$122k-$171k","Seattle","WA","501-1000","Health Care Services & Hospitals",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"262","Quora, Inc.",4.4,"$118k-$174k","Mountain View","CA","51-200","Internet",1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"263","Deloitte",3.8,"$118k-$175k","Chicago","IL","10000+",NA,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"264","CBS Corp",3.4,"$94k-$147k","New York","NY","5001-10000","Motion Picture Production & Distribution",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0
"265","University of Southern California",4.3,"$54k-$83k","Los Angeles","CA","10000+","Colleges & Universities",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"266",NA,4.9,"$80k-$122k","Austin","TX","51-200","Enterprise Software & Network Solutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Torch",2.7,"$60k-$97k","Saint Louis","MO","1-50","Advertising & Marketing",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"268","Grand Rounds",4.2,"$132k-$184k","San Francisco","CA","201-500","Health Care Services & Hospitals",1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"269","CA Technologies",3.2,"$92k-$132k","San Diego","CA","10000+","Computer Hardware & Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Divvy",3.8,"$38k-$49k","Brooklyn","NY","51-200","Transportation Management",1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"271",NA,3.9,"$105k-$157k","New York","NY","201-500","Internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","GOOGLE INC.",4.4,"$117k-$178k","New York","NY","10000+","Internet",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"273","About",3.4,"$104k-$155k","New York","NY","201-500","Internet",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"274",NA,3.3,"$74k-$106k","San Francisco","CA","51-200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Chubb Corp",3.2,"$113k-$171k","Whitehouse Station","NJ","10000+","Insurance Carriers",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"276","Surescripts",3.3,"$121k-$170k",NA,NA,"501-1000","Enterprise Software & Network Solutions",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"277","PKW Associates, Inc",4,"$85k-$135k","Windsor Mill","MD","1-50",NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"278","TrueMotion",4.9,"$98k-$141k","Boston","MA","1-50","Computer Hardware & Software",1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"279","Robert Half Technology",2.9,"$74k-$118k","Horsham","PA","10000+","Staffing & Outsourcing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"280","Walmart eCommerce",3.2,"$112k-$154k","San Bruno","CA","1001-5000","Internet",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"281",NA,3.7,"$119k-$176k","Saint Louis","MO","51-200","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,4.9,"$80k-$122k","Austin","TX","51-200","Enterprise Software & Network Solutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","PREDICTif Solutions",2.8,"$90k-$138k","Houston","TX","5001-10000","Accounting",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"284","Microsoft",4,"$116k-$158k","Redmond","WA","10000+","Computer Hardware & Software",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0
"285","Munich RE",3.9,"$87k-$130k","Princeton","NJ","5001-10000","Insurance Carriers",1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"286","Voith",3.1,"$87k-$130k","Raleigh","NC","10000+","Industrial Manufacturing",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"287","Fabergent USA",4.8,"$60k-$98k","Harrisburg","PA","51-200","IT Services",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"288","The Connors Group",5,"$68k-$110k",NA,NA,"1-50","Staffing & Outsourcing",1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
"289","IBM",3.5,"$79k-$116k","New York","NY","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"290","IBM",3.5,"$66k-$97k","Columbus","OH","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"291","IBM",3.5,"$78k-$114k","Houston","TX","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"292","UPMC",3.3,"$53k-$83k","Pittsburgh","PA","10000+","Health Care Services & Hospitals",1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"293","Sovrn",3.1,"$102k-$144k","Boulder","CO","51-200","Publishing",0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"294","Puget Sound Energy",3.4,"$106k-$150k","Bellevue","WA","1001-5000","Utilities",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"295","NVIDIA",4.4,"$125k-$177k","Santa Clara","CA","10000+","Computer Hardware & Software",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"296","Cambia Health Solutions",3.2,"$116k-$172k","Portland","OR","5001-10000","Health Care Services & Hospitals",1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0
"297","NSA",3.6,"$80k-$126k","Fort Meade","MD","10000+","Federal Agencies",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
"298","Two Sigma",4.4,"$127k-$196k","New York","NY","1001-5000","Investment Banking & Asset Management",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"299","Booz Allen Hamilton",3.7,"$72k-$112k","San Antonio","TX","10000+","Consulting",1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"300","Riverside Research Institute",4.1,"$62k-$90k","Wright Patterson AFB","OH","501-1000","Federal Agencies",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"301","Snapchat",3.9,"$120k-$171k","Los Angeles","CA","1001-5000","Computer Hardware & Software",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
"302","Sogeti",3.3,"$71k-$109k","Omaha","NE","1001-5000","IT Services",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"303","CA Technologies",3.2,"$92k-$132k","San Diego","CA","10000+","Computer Hardware & Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",NA,4.5,"$114k-$166k","New York","NY","201-500","Computer Hardware & Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","JBCConnect",4.9,"$74k-$117k","New York","NY","1-50","Staffing & Outsourcing",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"306",NA,3,"$118k-$165k","San Francisco","CA","51-200","Biotech & Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Tumblr",3.9,"$116k-$171k","New York","NY","51-200","Internet",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
"308",NA,NA,"$68k-$117k","Moline","IL","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Geico",3.2,"$71k-$108k","Chevy Chase","MD","10000+","Insurance Carriers",1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
"310","Amazon",3.6,"$123k-$174k","Seattle","WA","10000+",NA,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
"311","Abcam",3,"$54k-$78k","Eugene","OR","501-1000","Biotech & Pharmaceuticals",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"312","Booz Allen Hamilton",3.7,"$72k-$112k","San Antonio","TX","10000+","Consulting",1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"313","MacB",3.4,"$86k-$129k","Linthicum Heights","MD","1001-5000","Wholesale",1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"314","Eversight, Inc.",4.8,"$94k-$136k","Palo Alto","CA","51-200","Computer Hardware & Software",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
"315",NA,NA,"$76k-$112k","Boston","MA","1-50",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"316",NA,3.8,"$74k-$119k","Baltimore","MD","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Vantiv",3.2,"$77k-$110k","Cincinnati","OH","1001-5000","Financial Transaction Processing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"318","Groupon",3.1,"$121k-$172k","Chicago","IL","5001-10000","Internet",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0
"319","Jobcase",4.6,"$111k-$165k","Cambridge","MA","51-200","Internet",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"320","Arbor",3.3,"$139k-$193k","Baltimore","MD","201-500","Enterprise Software & Network Solutions",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"321",NA,NA,"$98k-$139k","San Francisco","CA","1-50","Computer Hardware & Software",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"322",NA,NA,"$96k-$144k","San Francisco","CA","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Facebook",4.6,"$126k-$183k","Menlo Park","CA","10000+","Internet",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"324","Autolist",5,"$94k-$136k","San Francisco","CA","1-50","Internet",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"325","Novetta",3.6,"$109k-$161k","Herndon","VA","501-1000","Enterprise Software & Network Solutions",0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"326","KPMG",3.9,"$86k-$130k","Irvine","CA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
"327",NA,NA,"$97k-$153k","New York","NY","51-200",NA,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"328","Microsoft",4,"$116k-$158k","Bellevue","WA","10000+","Computer Hardware & Software",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"329","IBM",3.5,"$74k-$108k","Raleigh","NC","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"330","Impact Radius",3.9,"$71k-$106k","New York","NY","201-500","Advertising & Marketing",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"331",NA,NA,"$89k-$150k","New York","NY","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Vettery",4.6,"$78k-$120k","New York","NY","51-200","Internet",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"333","Intersys",3.8,"$76k-$112k","Richmond","VA","51-200","IT Services",0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"334","Corning",3.6,"$74k-$114k","Corning","NY","10000+","Electrical & Electronic Manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","KPMG US",3.9,"$82k-$124k","Boston","MA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
"336","John Deere",3.9,"$80k-$123k","Moline","IL","10000+","Industrial Manufacturing",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"337","W.W. Grainger, Inc.",3.3,"$92k-$138k","Chicago","IL","10000+","Wholesale",0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0
"338","Engie",3.4,NA,"Charlotte","NC","10000+","Energy",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"339","Fabergent USA",4.8,"$60k-$98k","Harrisburg","PA","51-200","IT Services",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"340","IBM",3.5,"$77k-$113k","Boston","MA","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"341","EXPRESS",3.2,"$84k-$129k","Columbus","OH","10000+","Department, Clothing, & Shoe Stores",1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0
"342","Retail Solutions",3.4,"$111k-$163k","Mountain View","CA","201-500","Consulting",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"343","Novartis Pharmaceuticals",3.7,"$83k-$129k","East Hanover","NJ","5001-10000","Biotech & Pharmaceuticals",1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
"344","SVAM International, Inc.",3.4,"$81k-$120k","Jericho","NY","51-200","Computer Hardware & Software",1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"345","Sogeti",3.3,"$71k-$109k","Omaha","NE","1001-5000","IT Services",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"346","Microsoft",4,"$116k-$158k","Redmond","WA","10000+","Computer Hardware & Software",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0
"347","Amazon.com",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"348","Tripping",4.4,"$94k-$136k","San Francisco","CA","1-50","Internet",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"349","Dealer Tire",3.1,"$97k-$144k","Cleveland","OH","501-1000","Wholesale",1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0
"350","Expedia",3.9,"$122k-$171k","Bellevue","WA","10000+","Internet",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
"351","TalentBurst",4.6,NA,"Sunnyvale","CA","51-200","IT Services",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"352","Lockheed Martin",3.7,"$68k-$104k","Orlando","FL","10000+","Aerospace & Defense",1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"353","Quicken Loans",3.7,"$84k-$127k","Detroit","MI","10000+","Lending",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0
"354","Jobcase",4.6,"$111k-$165k","Cambridge","MA","51-200","Internet",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"355","Silicon Valley Bank",3.3,"$77k-$119k","Tempe","AZ","1001-5000","Banks & Credit Unions",1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"356","Predictive Science",3,"$69k-$106k","Austin","TX","1-50",NA,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
"357","eBay Inc.",3.7,"$115k-$165k","San Jose","CA","10000+",NA,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"358","Geico",3.2,"$71k-$108k","Chevy Chase","MD","10000+","Insurance Carriers",1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
"359","JBCConnect",4.9,"$74k-$117k","New York","NY","1-50","Staffing & Outsourcing",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"360",NA,NA,"$82k-$131k","Houston","TX","1-50","Energy",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
"361","Two Sigma",4.4,"$127k-$196k","New York","NY","1001-5000","Investment Banking & Asset Management",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"362","Stanley Black & Decker",3.5,"$72k-$111k","New Britain","CT","10000+","Industrial Manufacturing",0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0
"363","Houston Methodist",3.9,"$74k-$113k","Houston","TX","10000+","Health Care Services & Hospitals",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"364",NA,3.3,"$74k-$106k","San Francisco","CA","51-200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","G-TECH Services inc",4.2,NA,"Dearborn","MI","501-1000","Staffing & Outsourcing",1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"366","Via Transportation (New York)",4.7,NA,"New York","NY","51-200","Internet",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"367","Smith Hanley Associates",4.2,NA,"Irvine","CA","1-50","Staffing & Outsourcing",1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0
"368","Remind",4.7,"$100k-$142k","San Francisco","CA","51-200","Computer Hardware & Software",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"369","ExtraHop Networks, Inc.",3.8,"$77k-$109k","Seattle","WA","201-500","Computer Hardware & Software",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"370",NA,NA,NA,"Remote","OR",NA,NA,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"371","Cambia Health Solutions",3.2,"$116k-$172k","Portland","OR","5001-10000","Health Care Services & Hospitals",1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0
"372","Barclays",3.6,"$99k-$157k","New York","NY","10000+",NA,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"373","Casetext",5,"$74k-$141k","San Francisco","CA","1-50",NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"374","Morningstar",3.5,"$81k-$123k","Chicago","IL","1001-5000","Financial Analytics & Research",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"375","Accenture",3.8,"$88k-$132k","Austin","TX","10000+",NA,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
